name,animation_exists
codepen-zaXqRn-bNwObp-5,True
codepen-zaXqRn-bNwObp-6,True
codepen-zaXqRn-bVQJeV,True
codepen-zaXqRn-emEKyW-1,True
codepen-zaXqRn-emEKyW-2,True
codepen-zaXqRn-emEKyW-3,True
codepen-zaXqRn-jOqBOr-1,True
codepen-zaXqRn-jOqBOr-2,True
codepen-zaXqRn-jOqBOr-3,True
codepen-zaXqRn-jOqBOr-4,True
codepen-zaXqRn-jOqBOr-5,True
codepen-zaXqRn-jOqBOr-6,True
codepen-zaXqRn-jOqBOr-7,True
codepen-zaXqRn-jOqBOr-8,True
codepen-zaXqRn-jOqBOr-9,True
codepen-zaXqRn-kOeKKy-1,True
codepen-zaXqRn-kOeKKy-10,True
codepen-zaXqRn-kOeKKy-11,True
codepen-zaXqRn-kOeKKy-12,True
codepen-zaXqRn-kOeKKy-2,True
codepen-zaXqRn-kOeKKy-3,True
codepen-zaXqRn-kOeKKy-4,True
codepen-zaXqRn-kOeKKy-5,True
codepen-zaXqRn-kOeKKy-6,True
codepen-zaXqRn-kOeKKy-7,False
codepen-zaXqRn-kOeKKy-8,True
codepen-zaXqRn-kOeKKy-9,True
codepen-zaXqRn-kawJWE,True
codepen-zaXqRn-mdrLag-1,True
codepen-zaXqRn-mdrLag-10,True
codepen-zaXqRn-mdrLag-2,True
codepen-zaXqRn-mdrLag-3,True
codepen-zaXqRn-mdrLag-4,True
codepen-zaXqRn-mdrLag-5,True
codepen-zaXqRn-mdrLag-6,True
codepen-zaXqRn-mdrLag-7,True
codepen-zaXqRn-mdrLag-8,True
codepen-zaXqRn-mdrLag-9,True
codepen-zaXqRn-nBQmJj,True
codepen-zaXqRn-ndxGJq-1,True
codepen-zaXqRn-ndxGJq-2,True
codepen-zaXqRn-ndxGJq-3,True
codepen-zaXqRn-ndxGJq-4,True
codepen-zaXqRn-ndxGJq-5,True
codepen-zaXqRn-ndxGJq-6,True
codepen-zaXqRn-nmvyPO,True
codepen-zaXqRn-nwpKrg-1,True
codepen-zaXqRn-nwpKrg-2,True
codepen-zaXqRn-nwpKrg-3,True
codepen-zaXqRn-nwpKrg-4,True
codepen-zaXqRn-nwpKrg-5,True
codepen-zaXqRn-vYVLeB-1,True
codepen-zaXqRn-vYVLeB-10,True
codepen-zaXqRn-vYVLeB-11,True
codepen-zaXqRn-vYVLeB-2,True
codepen-zaXqRn-vYVLeB-3,True
codepen-zaXqRn-vYVLeB-4,True
codepen-zaXqRn-vYVLeB-5,True
codepen-zaXqRn-vYVLeB-6,True
codepen-zaXqRn-vYVLeB-7,True
codepen-zaXqRn-vYVLeB-8,True
codepen-zaXqRn-vYVLeB-9,True
codepen-zaXqRn-yyKWpq-1,True
codepen-zaXqRn-yyKWpq-2,True
codepen-zaXqRn-yyKWpq-3,True
codepen-zaXqRn-yyKWpq-4,True
codepen-zaXqRn-yyKWpq-5,True
codepen-zaXqRn-yyKWpq-6,True
codepen-zaXqRn-yyKWpq-7,True
codepen-zaXqRn-yyKWpq-8,True
codepen-zaXqRn-yyKWpq-9,True
codepen-zaXqRn-zvWEda,True
