name,animation_exists
codepen-zaXqRn-vYVLeB-4,True
codepen-zaXqRn-vYVLeB-5,True
codepen-zaXqRn-vYVLeB-6,True
codepen-zaXqRn-vYVLeB-7,True
codepen-zaXqRn-vYVLeB-8,True
codepen-zaXqRn-vYVLeB-9,True
codepen-zaXqRn-yyKWpq-1,True
codepen-zaXqRn-yyKWpq-2,True
codepen-zaXqRn-yyKWpq-3,False
codepen-zaXqRn-yyKWpq-4,True
codepen-zaXqRn-yyKWpq-5,True
codepen-zaXqRn-yyKWpq-6,True
codepen-zaXqRn-yyKWpq-7,True
codepen-zaXqRn-yyKWpq-8,True
codepen-zaXqRn-yyKWpq-9,True
codepen-zaXqRn-zvWEda,True
